id,query,query_type,doc_id,expected_doc_title,relevant_chunks,acceptable_chunks,source_chunk_text,expected_answer_summary,must_include,source_hint,negative,doc_type,caption_dependent
G-A-068,상고심 판결 내용은?,exact_fact,0ed5a024-e076-4893-a766-90b5d689f372,law sample3,13,24,"원심판결 중 주위적 청구에 관한 원고 패소 부분을 파기하고, 이 부분 사건을 인천지방법원에 환송한다.  나 머지 상고를 기각한다.","원심판결 중 주위적 청구에 관한 원고 패소 부분을 파기하고, 이 부분 사건을 인천지방법원에 환송한다. 나 머",원심판결;주위적;청구에,p.2,false,pdf,false
G-A-069,변제이익 판단 시 소멸시효 고려 방식은?,exact_fact,0ed5a024-e076-4893-a766-90b5d689f372,law sample3,18,"19,5,21,15,4,27","원심은 판시와 같은 이유로, 원심판결문 〈표2〉 순번 1~9번 기재 각 금원은 피고가 특정 채무를 지정하여  변제한 것이라고 보아 해당 채무의 변제에 충당된다고 판단하였다. 원심판결 이유를 관련 법리에 비추어 살펴 보면, 이러한 원심의 판단에 상고이유 주장과 같이 채증법칙 위반으로 인한 사실오인의 잘못이 없다.  나. 상고이유 제2, 3점에 관하여  1)","원심은 판시와 같은 이유로, 원심판결문 〈표2〉 순번 1~9번 기재 각 금원은 피고가 특정 채무를 지정하여",3점;채무의;변제에;충당된다고,p.3,false,pdf,false
G-A-070,법정변제충당 순서 결정의 문제점은?,exact_fact,0ed5a024-e076-4893-a766-90b5d689f372,law sample3,19,"5,18,4,15,21,20","효가 나중에 완성된다고 단정할 수 없고, 소멸시효가 나중에 완성되는 채무가 먼저 완성되는 채무보다 변제이 익이 많다고 보기 어려움에도 , 변제 제공 당시 가장 최근에 성립한 채권이 소멸시효가 나중에 완성되므로 변 제이익이 많다고 보아 그 채무의 변제에 우선 충당되어야 한다고 판단한 원심판결에는 법정변제충당의 순서에  관한 법리를 오해한 잘못이 있다.  2)","효가 나중에 완성된다고 단정할 수 없고, 소멸시효가 나중에 완성되는 채무가 먼저 완성되는 채무보다 변제이 익",나중에;소멸시효가;완성되는,p.3,false,pdf,false
G-A-071,채무 승인이 소멸시효에 미치는 영향은?,exact_fact,0ed5a024-e076-4893-a766-90b5d689f372,law sample3,20,"4,5,19","채무에 대한 승인으로서 소멸시효를 중단하는 효력을 가진다. 채무자는 자신이 계약당사자로 있는 다수의 계 약에 기초를 둔 채무들이 존재한다는 사실을 인식하고 있는 것이 통상적이므로, 변제 시에 충당할 채무를 지",채무에 대한 승인으로서 소멸시효를 중단하는 효력을 가진다. 채무자는 자신이 계약당사자로 있는 다수의 계 약에,채무에;승인으로서;소멸시효를,p.3,false,pdf,false
G-A-072,상고심의 심판 대상은 어떻게 정해지나요?,exact_fact,0ed5a024-e076-4893-a766-90b5d689f372,law sample3,24,"6,13","한도로 제한되고, 나머지 부분은 원고가 불복한 바가 없어 항소심의 심판대상이 되지 아니하므로, 그 부분에  대해서는 항소심판결의 선고와 동시에 확정되어 소송이 종료된다 ( 대법원 2001. 4. 27. 선고 99다30312 판 결 , 대법원 2004. 6. 10. 선고 2004다2151, 2168 판결 등 참조).  제1심판결 중 원심의 심판대상이 되지 않","한도로 제한되고, 나머지 부분은 원고가 불복한 바가 없어 항소심의 심판대상이 되지 아니하므로, 그 부분에 대",나머지;부분은;심판대상이,p.4,false,pdf,false
G-A-073,여러 채무 변제 시 충당 방법은?,exact_fact,0ed5a024-e076-4893-a766-90b5d689f372,law sample3,27,"15,18,21,5","대법원 2026. 2. 26. 선고 2025다215255 판결 종합법률정보 【참조조문】 [1] 민법 제477조 / [2] 민법 제168조 제3호 / [3] 민사소송법 제415조 【참조판례】 [2] 대법원 2021. 9. 30. 선고 2021다239745 판결(공2021하, 2110) / [3] 대법원 2001. 4. 27. 선고 99 다30312 판결 (공",대법원 2026. 2. 26. 선고 2025다215255 판결 종합법률정보 【참조조문】 [1] 민법 제477,1점;대법원;원심판결;주위적,p.2,false,pdf,false
G-A-074,태양계의 특징들이 어떤 의미를 가지나요?,exact_fact,88920c9e-0961-4811-8f6a-02ca1bf02820,승인글 템플릿1,6,"116,5,134,119,120,137",,,태양계;특징에서;특징이,,false,docx,false
G-A-075,금성과 지구의 환경 차이 원인은?,exact_fact,88920c9e-0961-4811-8f6a-02ca1bf02820,승인글 템플릿1,20,"18,16,12,100",,,96%;78%;21%;지구는;자기장,,false,docx,false
G-A-076,행성들은 어떻게 형성되고 진화하나요?,exact_fact,88920c9e-0961-4811-8f6a-02ca1bf02820,승인글 템플릿1,34,"49,41,33,48,50,53,123,122,40,54",,,과정을;행성들이;과정과,,false,docx,false
G-A-077,행성 형성 과정에서 미행성체의 역할은?,exact_fact,88920c9e-0961-4811-8f6a-02ca1bf02820,승인글 템플릿1,48,"47,54,123,34,55,38,31,114,129,51,33,2,49,53,39,86,32,50",,,거대한;결정짓는;탄생의,,false,docx,false
G-A-078,행성별 공전 특성은 무엇인가요?,exact_fact,88920c9e-0961-4811-8f6a-02ca1bf02820,승인글 템플릿1,62,"58,60",,,이심률;빠르고;이심률이,,false,docx,false
G-A-079,태양계 행성 간 중력은 어떻게 작용하나요?,exact_fact,88920c9e-0961-4811-8f6a-02ca1bf02820,승인글 템플릿1,76,"84,77,81,112,116,83,111,64,119",,,중력의;태양계;상호작용에,,false,docx,false
G-A-080,소행성 유형별 특징과 성분은?,exact_fact,88920c9e-0961-4811-8f6a-02ca1bf02820,승인글 템플릿1,90,"90,91,99,106,134,86,88",,,소행성;종류별;소행성의,,false,docx,false
G-A-081,혜성이 유성우를 만드는 과정은 어떻게 되나요?,exact_fact,88920c9e-0961-4811-8f6a-02ca1bf02820,승인글 템플릿1,104,"107,103",,,8월;11월;혜성의;정기적인;혜성이,,false,docx,false
G-A-082,태양의 질량 집중이 태양계에 미치는 영향은?,exact_fact,88920c9e-0961-4811-8f6a-02ca1bf02820,승인글 템플릿1,118,"111,112,116,137,110,127,113,77,115,117,46,129,30,84",,,99.86%;경이로운;시스템의;질량이,,false,docx,false
G-A-083,행성 궤도 간격의 질서는 무엇을 뜻하나요?,exact_fact,88920c9e-0961-4811-8f6a-02ca1bf02820,승인글 템플릿1,132,"137,136",,,간격의;수학적;티티우스,,false,docx,false
G-A-084,삼국시대 귀족 세력의 정치적 특징은?,exact_fact,75c74e4c-aa09-4ca5-9d36-7ba9af4d5bf5,승인글 템플릿3,4,"0,1,3,4,5,55,27,69",,,삼국시대;세력과;세력의,,false,docx,false
G-A-085,삼국시대 관등제 확립의 목적은 무엇인가요?,exact_fact,75c74e4c-aa09-4ca5-9d36-7ba9af4d5bf5,승인글 템플릿3,15,"23,72,9,78,58,82,52,26,19,12",,,관등제의;세력을;관등제를,,false,docx,false
G-A-086,삼국시대 왕과 귀족의 공존 원리는?,exact_fact,75c74e4c-aa09-4ca5-9d36-7ba9af4d5bf5,승인글 템플릿3,27,"62,56,13,20,55,69,21,97,104,14,3,24,49,63,91,70,4,98,0,7,48,8,6,111,57",,,삼국시대;관계는;아니라,,false,docx,false
G-A-087,백제의 지방 통치 방식은 무엇인가요?,exact_fact,75c74e4c-aa09-4ca5-9d36-7ba9af4d5bf5,승인글 템플릿3,37,"30,44,36,33",,,백제의;백제는;파견하여,,false,docx,false
G-A-088,삼국시대 귀족 세력은 어떻게 형성되고 성장했나요?,exact_fact,75c74e4c-aa09-4ca5-9d36-7ba9af4d5bf5,승인글 템플릿3,49,"56,55,21,50,14,63,20,27,70,3",,,삼국시대;세력은;어떻게,,false,docx,false
G-A-089,고대 삼국의 권력 운영 방식은?,exact_fact,75c74e4c-aa09-4ca5-9d36-7ba9af4d5bf5,승인글 템플릿3,61,"9,12,19,21,22,69,63,62",,,고구려;대대로;정사암,,false,docx,false
G-A-090,고대 왕권 강화에 관료 제도가 어떻게 활용되었나요?,exact_fact,75c74e4c-aa09-4ca5-9d36-7ba9af4d5bf5,승인글 템플릿3,72,"78,15,58,23,52,16,13,77,9,87",,,안으로;관등제;정비와,,false,docx,false
G-A-091,삼국시대 율령 체계의 역사적 의미는?,exact_fact,75c74e4c-aa09-4ca5-9d36-7ba9af4d5bf5,승인글 템플릿3,83,"76,90,13,77,16,71,62,73,20",,,역사적;되었습니다;확립의,,false,docx,false
G-A-092,신라의 외교 전략이 삼국 통일에 어떻게 기여했나요?,exact_fact,75c74e4c-aa09-4ca5-9d36-7ba9af4d5bf5,승인글 템플릿3,94,"101,96,108,91",,,신라의;신라는;정세의,,false,docx,false
G-A-093,백제와 왜의 관계가 백제에 가져온 전략적 이점은?,exact_fact,75c74e4c-aa09-4ca5-9d36-7ba9af4d5bf5,승인글 템플릿3,106,"93,100,105,111,91",,,백제의;백제는;정치적,,false,docx,false
G-A-094,고객 신뢰 확보와 사용자 편의 증진 사례는?,exact_fact,51dd2cc0-4105-43c4-9585-6026a012a9cc,[당근서비스_Product Engineer(ERP)] 기웅민 이력서 (1),5,"5,100,4",,,93%;000명;세션에서;진행한;피드백,p.1,false,pdf,false
G-A-095,주요 프로젝트의 성과와 활용 기술은?,exact_fact,51dd2cc0-4105-43c4-9585-6026a012a9cc,[당근서비스_Product Engineer(ERP)] 기웅민 이력서 (1),16,"16,114,100,32,19",,,000개;시스템;대시보드;자동화,p.3,false,pdf,false
G-A-096,안심 취소 프로젝트의 도입 배경과 성과는?,exact_fact,51dd2cc0-4105-43c4-9585-6026a012a9cc,[당근서비스_Product Engineer(ERP)] 기웅민 이력서 (1),28,"4,23,28,102,115,2",,,94%;93%;88%;프로젝트;여부가,p.4,false,pdf,false
G-A-097,해당 기간의 업무 내용과 성과는?,exact_fact,51dd2cc0-4105-43c4-9585-6026a012a9cc,[당근서비스_Product Engineer(ERP)] 기웅민 이력서 (1),42,"10,54",,,1년;9개월;86%;활용해;최적화에,p.5,false,pdf,false
G-A-098,스타일 토큰 제작의 주요 성과는?,exact_fact,51dd2cc0-4105-43c4-9585-6026a012a9cc,[당근서비스_Product Engineer(ERP)] 기웅민 이력서 (1),52,51,,,만들어진;프로덕트에;기준으로,p.6,false,pdf,false
G-A-099,해당 기능 개발에 쓰인 기술 스택은?,exact_fact,51dd2cc0-4105-43c4-9585-6026a012a9cc,[당근서비스_Product Engineer(ERP)] 기웅민 이력서 (1),63,7,,,가능하도록,p.7,false,pdf,false
G-A-100,Cozy 개인 프로젝트는 무엇을 하는 곳인가요?,exact_fact,51dd2cc0-4105-43c4-9585-6026a012a9cc,[당근서비스_Product Engineer(ERP)] 기웅민 이력서 (1),78,80,,,거래소;사이드;프로젝트,p.8,false,pdf,true
G-A-101,보안 및 실시간 게임 구현 방법은?,exact_fact,51dd2cc0-4105-43c4-9585-6026a012a9cc,[당근서비스_Product Engineer(ERP)] 기웅민 이력서 (1),89,"7,60,83,86,88",,,실시간;보안성;안전성,p.9,false,pdf,false
G-A-102,선데이멍커 개발자가 참여한 주요 프로젝트는?,exact_fact,51dd2cc0-4105-43c4-9585-6026a012a9cc,[당근서비스_Product Engineer(ERP)] 기웅민 이력서 (1),107,"43,49,104,107,100,70",,,"2
개;판다랭크;익스텐션;디자인",p.6,false,pdf,false
G-A-103,이력서에 담긴 굿닥 경력과 프로젝트 내용은?,exact_fact,51dd2cc0-4105-43c4-9585-6026a012a9cc,[당근서비스_Product Engineer(ERP)] 기웅민 이력서 (1),116,"70,71",,,이력서;형식으로;주식회사굿닥,p.8,false,pdf,true
G-A-104,제시된 시스템 기획 직무의 핵심 내용은?,summary,9878d7bd-4766-40fa-bebb-7da45f879768,포트폴리오_이한주 - na Lu,5,64,,,13년;4개;회계전표;어드민;지아이비타,p.2,false,pdf,false
G-A-105,좌절을 딛고 일어서는 비결은?,exact_fact,9878d7bd-4766-40fa-bebb-7da45f879768,포트폴리오_이한주 - na Lu,16,65,,,회복탄력성;무서운;좌절도,p.3,false,pdf,false
G-A-106,토스 회계 데이터 마트 개선 목적과 방법,exact_fact,9878d7bd-4766-40fa-bebb-7da45f879768,포트폴리오_이한주 - na Lu,23,"23,67,19,68",,,40시간;2시간;테이블;기준으로;문제를,p.6,false,pdf,false
G-A-107,SAP 수동전표 승인 시스템으로 무엇이 달라지나요?,table_lookup,9878d7bd-4766-40fa-bebb-7da45f879768,포트폴리오_이한주 - na Lu,38,"63,69",,,수동전표;승인시스템;회계전표를,p.7,false,pdf,true
G-A-108,지마켓 데이터 이관 절차는?,exact_fact,9878d7bd-4766-40fa-bebb-7da45f879768,포트폴리오_이한주 - na Lu,42,"42,64,70,66",,,조회조건;금액검증;회계팀,p.8,false,pdf,false
G-A-109,프로젝트 진행과 후원 상태는 어떻게 나뉘나요?,exact_fact,9878d7bd-4766-40fa-bebb-7da45f879768,포트폴리오_이한주 - na Lu,53,"53,54,71,73",,,프로젝트;사이드;등록후,p.11,false,pdf,false
G-A-110,각 유저의 활동 및 음악 감상 기록,exact_fact,9878d7bd-4766-40fa-bebb-7da45f879768,포트폴리오_이한주 - na Lu,57,"57,58,72,75,77",,,2km;2시간;3km;김뮤지;아리아나,p.13,false,pdf,false
G-A-111,회계 전표 승인 시스템의 도입 목적은?,table_lookup,9878d7bd-4766-40fa-bebb-7da45f879768,포트폴리오_이한주 - na Lu,63,"38,39,64,69",,,70%;4개월;승인자;수동전표;승인시스템,p.7,false,pdf,true
G-A-112,작성자가 가진 업무 철학과 강점은 무엇인가요?,exact_fact,9878d7bd-4766-40fa-bebb-7da45f879768,포트폴리오_이한주 - na Lu,67,"14,15,67,65",,,생각하는;생각합니다;과정을,p.3,false,pdf,false
G-A-113,서비스 케이스는 어떤 기준으로 분류되나요?,exact_fact,9878d7bd-4766-40fa-bebb-7da45f879768,포트폴리오_이한주 - na Lu,71,"53,54,71,73,68,67",,,01회;프로젝트;상태에;진행상황,p.11,false,pdf,true
G-A-114,40주년 디스플레이 테마의 세부 내용은?,exact_fact,92c38315-659e-42f4-9043-8cec1d62823a,sonata-the-edge_catalog,6,"2,3,4,6,8,62",,,디스플레이,p.6,false,pdf,false
G-A-115,빌트인 캠 2와 증강현실 내비게이션의 주요 기능,exact_fact,92c38315-659e-42f4-9043-8cec1d62823a,sonata-the-edge_catalog,17,110,,,빌트인;제공합니다;증강현실,p.12,false,pdf,false
G-A-116,현대 스마트센스 기능은 무엇인가요?,exact_fact,92c38315-659e-42f4-9043-8cec1d62823a,sonata-the-edge_catalog,30,"25,113,112,26,107,27",,,도와줍니다;충돌방지;운전자,p.15,false,pdf,false
G-A-117,이 차량의 어떤 정보를 볼 수 있나요?,exact_fact,92c38315-659e-42f4-9043-8cec1d62823a,sonata-the-edge_catalog,41,"8,28,31,36,63,89,18,12,6,53,38,16,24,14,103,43,117,4,3,126,37,105,120,116,108,10,2,33,55,111,118,112,102,114,100,121,45,106,1",,,,p.20,false,pdf,false
G-A-118,N 퍼포먼스 파츠는 어떤 기능을 하나요?,exact_fact,92c38315-659e-42f4-9043-8cec1d62823a,sonata-the-edge_catalog,57,"123,37,118,38,3,116",,,모노블록;퍼포먼스;브레이크,p.25,false,pdf,false
G-A-119,스마트스트림 가솔린 1.6 터보 제원은?,exact_fact,92c38315-659e-42f4-9043-8cec1d62823a,sonata-the-edge_catalog,77,"22,71,77,78,81,65",,,스마트스트림;가솔린;빌트인,p.27,false,pdf,false
G-A-120,신차 구매 포인트 적립 정책이 어떻게 바뀌나요?,exact_fact,92c38315-659e-42f4-9043-8cec1d62823a,sonata-the-edge_catalog,95,"94,128,127,90",,,0.2%;0.1%;2026년;블루멤버스;포인트,p.28,false,pdf,false
G-A-121,자동차의 편리한 제어 기능은 어떤 것들이 있나요?,exact_fact,92c38315-659e-42f4-9043-8cec1d62823a,sonata-the-edge_catalog,106,"4,6,8,9,10,61",,,15개;3초;스마트;차량의;디지털,p.8,false,pdf,false
G-A-122,현대차 외부 디자인 구성은 어떻게 되나요?,exact_fact,92c38315-659e-42f4-9043-8cec1d62823a,sonata-the-edge_catalog,117,"38,120,103,8,28,31,36,41,63,89,12,105,116,18,43,6,4,102,118,126,24,53,101,108,100,16,3,121,37,2,114,111,14,119,124,123,10,104,130,112,106,115,122,55",,,머플러;스크린샷;스포일러,p.19,false,pdf,false
G-A-123,신차 구매 시 현대차 혜택과 포인트 적립은?,exact_fact,92c38315-659e-42f4-9043-8cec1d62823a,sonata-the-edge_catalog,128,"95,94,127,90,91,92",,,2026년;5월;1일;서비스;찾아가는,p.28,false,pdf,false
G-N-004,자료에 GDPR 준수 방안 있어?,out_of_scope,,,,,,자료에 없음,GDPR;준수,,true,,false
G-N-005,배송 정책 어디 있어?,out_of_scope,,,,,,자료에 없음,배송;정책,,true,,false
G-A-200,경제전망 보고서 목차 어떻게 구성됐어,table_lookup,d1259dfe-c402-4cd0-bb04-3e67d88a2773,sample-report,902,,경제전망 요약 보고서의 목차,"경제전망 요약, 국내외 여건 및 전망, 거시경제 전망, 전망의 리스크 평가",경제전망;목차,,false,pdf,true
G-A-201,국내 GDP 전망경로 표 어디 있어,table_lookup,d1259dfe-c402-4cd0-bb04-3e67d88a2773,sample-report,911,"911,913",국내 성장률 전망 / 국내 GDP 전망경로,국내 GDP 전망경로 (지난해 11월 전망 대비 상향),GDP;전망,,false,pdf,true
G-A-202,시나리오별 성장 물가 전망 표,table_lookup,d1259dfe-c402-4cd0-bb04-3e67d88a2773,sample-report,916,"916,917",시나리오별 성장·물가 전망,반도체 수출 향방에 따른 시나리오별 성장률·물가 전망,시나리오;전망,,false,pdf,true
G-A-203,물가 경상수지 고용 전망 표,table_lookup,d1259dfe-c402-4cd0-bb04-3e67d88a2773,sample-report,914,,물가·경상수지·고용 전망 / 소비자물가 전망경로,"소비자물가, 경상수지, 취업자수 전망",물가;경상수지,,false,pdf,true
G-A-204,2026년 경제전망 요약표 어디 있어,table_lookup,d1259dfe-c402-4cd0-bb04-3e67d88a2773,sample-report,918,"898,919",경제전망 요약표 (2026.2월),2026.2월 기준 세계경제 성장률 등 경제전망 요약표,2026;전망;요약,,false,pdf,true
G-A-205,빅테크 인프라투자 진행 상황 표,table_lookup,d1259dfe-c402-4cd0-bb04-3e67d88a2773,sample-report,929,,빅테크 기업의 인프라투자 진행 상황,빅테크 기업별 자본지출 일정 및 정부 전력 인프라 지원 계획,빅테크;인프라,,false,pdf,true
G-U-100,그때 한마음 체육관 회비 어떻게 됐었지,fuzzy_memory,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규,26,"11,19,50","이용료 표 (개인/단체, 일일입장/월회원)",이용료는 일일입장/월회원 기준,이용료;회원,,false,hwpx,false
G-U-101,법률 자료에서 계약 합의해지 관련 있었나,fuzzy_memory,80b48fa9-fe83-4fef-af31-af116494183d,law sample2,4,"3,19",계약의 합의해지는 계속적 채권채무관계,계약의 합의해지에 관한 판결 요지,합의해지;계약,,false,hwp,false
G-U-102,쏘나타 카탈로그에서 그때 모노블록 브레이크 봤었지,fuzzy_memory,92c38315-659e-42f4-9043-8cec1d62823a,sonata-the-edge_catalog,57,123,모노블록 브레이크 19인치 경량 휠 패키지,모노블록 4P 캘리퍼 + 19인치 휠 패키지,모노블록;브레이크,,false,pdf,false
G-U-103,law sample 에서 채무자 변제 충당 관련 어디 있었지,fuzzy_memory,0ed5a024-e076-4893-a766-90b5d689f372,law sample3,20,"5,21,18",채무자가 부담하는 수 개의 채무 / 변제 충당,수개 채무의 변제 충당과 소멸시효 중단 효력,변제;채무,,false,pdf,false
G-A-206,유로지역 GDP 및 PMI 그림 어디,vision_diagram,d1259dfe-c402-4cd0-bb04-3e67d88a2773,sample-report,931,"931,932",[그림 1.8] 유로지역 GDP 및 PMI,"유로경제 성장 흐름과 GDP, PMI, 국방·인프라 지출 기여도",유로;GDP,,false,pdf,true
G-A-207,국가별 평균관세율 변화 그림,exact_fact,d1259dfe-c402-4cd0-bb04-3e67d88a2773,sample-report,907,,전망시점별 주요 관세 정책 내용 / 국가별 평균관세율 변화,관세 정책 현황 및 국가별 평균관세율 변화,관세;국가별,,false,pdf,true
G-A-208,중국 경제성장률 부문별 성장기여도 그림,vision_diagram,d1259dfe-c402-4cd0-bb04-3e67d88a2773,sample-report,933,"933,934,185",중국 경제성장률 및 부문별 성장기여도,중국경제 성장세 둔화 (4% 중반대) 전망,중국;성장률,,false,pdf,true
G-A-209,일본 경제성장률 및 기여도 그림,vision_diagram,d1259dfe-c402-4cd0-bb04-3e67d88a2773,sample-report,937,,[그림 1.12] 일본 경제성장률 및 기여도,일본 4분기 회복 흐름 및 실질소득 개선,일본;경제성장률,,false,pdf,true
G-A-210,명목임금 상승률 기여도 그림,exact_fact,d1259dfe-c402-4cd0-bb04-3e67d88a2773,sample-report,946,,[그림 1.26] 명목임금 상승률 기여도,명목임금 상승률 반등 (특별급여 영향) 및 향후 전망,명목임금;상승률,,false,pdf,true
G-U-104,보건의료 빅데이터에서 개인 프라이버시 지침은 어떻게 되나요?,synonym_mismatch,2303ef36-7502-407a-8a88-3c0dc63c8464,보건의료_빅데이터_플랫폼_시범사업_추진계획(안),,"9,13,18",,개인정보 비식별화 방안,비식별화;개인정보,"auto-gen (G-Z-001, B 단계)",false,pdf,false
G-U-105,직제 규정에서 자산 관리 지침의 수정 사항은 무엇인가요?,synonym_mismatch,a5f3cfae-5059-41d4-8623-e9b6f23231c2,직제_규정(2024.4.30.개정),,"63,90,96",,재산관리내규 개정 사항 — 경영본부장이 경영전략처장으로 직제 변경 등 관련 조항 정정 내용.,다음과;개정한다;경영본부장,"auto-gen (G-Z-002, B 단계)",false,hwpx,false
G-U-106,한마음생활체육관 운영 내규의 적용 시작일과 바뀐 점을 알려주세요.,synonym_mismatch,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규(2024.4.30.개정),,"10,23,24",,"한마음생활체육관 운영 내규 시행일 — 본 내규는 2022년 7월 1일부터 시행, 이후 2024년 4월 30일 개정안은 발령일부터 시행 (부칙 제709호).",2022년;7월;1일;내규는;시행한다,"auto-gen (G-Z-003, B 단계)",false,hwpx,false
G-U-107,한마음생활체육관 정기권 이용 안내에 대해 알려주세요.,synonym_mismatch,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규(2024.4.30.개정),,"11,50,51",,"한마음생활체육관 정기권 이용 안내 — 이용료는 1일 1회 입장 기준 (일일입장 2시간, 월 회원 일 1회 입장 가능). 회원카드 사용 [별표 2] 참조.",1일;1회;2시간;회원카드를;이용료는,"auto-gen (G-Z-004, B 단계)",false,hwpx,false
G-A-211,쏘나타 엣지 외관 디자인 사진 보여줘,vision_diagram,92c38315-659e-42f4-9043-8cec1d62823a,sonata-the-edge_catalog,,"1,4,37",,쏘나타 디 엣지의 파라메트릭 다이내믹스 테마가 적용된 외관 디자인 이미지.,외관;디자인,"auto-gen (G-Z-006, B 단계)",false,pdf,true
G-A-214,글로벌 인플레이션 추이 도표 있어?,vision_diagram,d1259dfe-c402-4cd0-bb04-3e67d88a2773,sample-report,,"178,344,722",,주요 국가들의 인플레이션 흐름과 전망을 보여주는 도표.,인플레이션;추이,"auto-gen (G-Z-010, B 단계)",false,pdf,true
G-A-124,운영내규와 직제규정에서 개정 절차가 어떻게 다른가요?,cross_doc,,한마음생활체육관_운영_내규(2024.4.30.개정)|직제_규정(2024.4.30.개정),"운영내규:22,직제규정:58",운영내규:21,,"운영내규는 운영시간 변경 시 사전 고지, 직제규정은 직제 개편 시 이사회 의결 필요",고지;이사회,각 자료 절차 조항,false,hwpx,false
G-A-125,데이터센터 안내서와 보건의료 빅데이터 자료에서 예산 규모가 어떻게 다른가요?,cross_doc,,(붙임2) 2025년 데이터센터 산업 활성화 지원 사업 통합_안내서|보건의료_빅데이터_플랫폼_시범사업_추진계획(안),"데이터센터:45,보건의료:9","데이터센터:15,데이터센터:16,보건의료:151",,"데이터센터는 분야별 과제당 예산 (최대 25억 등), 보건의료는 플랫폼 46억 + 분석네트워크 24억",예산;억,각 자료 예산 섹션,false,pdf,false
G-A-126,기웅민 이력서와 이한주 포트폴리오의 핵심 역량은 어떻게 다른가요?,cross_doc,,[당근서비스_Product Engineer(ERP)] 기웅민 이력서 (1)|포트폴리오_이한주 - na Lu,"기웅민이력서:7,이한주포폴:11","기웅민이력서:2,이한주포폴:14",,"기웅민은 프론트/백엔드 개발자 (React, Node.js), 이한주는 PM (기획, 데이터 분석)",기술;역량,각 자료 스킬/소개 섹션,false,pdf,false
G-A-127,승인글 템플릿1과 템플릿3은 어떤 주제를 다루고 있나요?,cross_doc,,승인글 템플릿1|승인글 템플릿3,"승인1:0,승인3:0",,,"템플릿1은 태양계 구조와 특징, 템플릿3은 삼국시대 정치 구조",태양계;삼국시대,각 자료 도입부 카테고리 선언,false,docx,false
G-A-128,law sample2와 law sample3 두 판결에서 대법원이 내린 결정은 무엇인가요?,cross_doc,,law sample2|law sample3,"law2:10,law3:13","law2:27,law2:29,law3:24",,두 판결 모두 원심판결 일부를 파기하고 환송함,파기;환송,각 판결문 주문 부분,false,hwp,false
